"(x, y)",Year,Month,Town,Block,Floor_Area,Flat_Model,Lease_Commence_Date,Price_Per_Square_Meter
"(6, 90)",2016,08,JURONG WEST,911,122,Improved,1989,2869
"(6, 91)",2016,08,JURONG WEST,911,122,Improved,1989,2869
"(6, 92)",2016,08,JURONG WEST,911,122,Improved,1989,2869
"(6, 93)",2016,08,JURONG WEST,911,122,Improved,1989,2869
"(6, 94)",2016,08,JURONG WEST,911,122,Improved,1989,2869
"(6, 95)",2016,08,JURONG WEST,911,122,Improved,1989,2869
"(6, 96)",2016,08,JURONG WEST,911,122,Improved,1989,2869
"(6, 97)",2016,08,JURONG WEST,911,122,Improved,1989,2869
"(6, 98)",2016,08,JURONG WEST,911,122,Improved,1989,2869
"(6, 99)",2016,08,JURONG WEST,911,122,Improved,1989,2869
"(6, 100)",2016,08,JURONG WEST,911,122,Improved,1989,2869
"(6, 101)",2016,08,JURONG WEST,911,122,Improved,1989,2869
"(6, 102)",2016,08,JURONG WEST,911,122,Improved,1989,2869
"(6, 103)",2016,08,JURONG WEST,911,122,Improved,1989,2869
"(6, 104)",2016,08,JURONG WEST,911,122,Improved,1989,2869
"(6, 105)",2016,08,JURONG WEST,911,122,Improved,1989,2869
"(6, 106)",2016,08,JURONG WEST,911,122,Improved,1989,2869
"(6, 107)",2016,08,JURONG WEST,911,122,Improved,1989,2869
"(6, 108)",2016,08,JURONG WEST,911,122,Improved,1989,2869
"(6, 109)",2016,08,JURONG WEST,911,122,Improved,1989,2869
"(6, 110)",2016,08,JURONG WEST,911,122,Improved,1989,2869
"(6, 111)",2016,08,JURONG WEST,911,122,Improved,1989,2869
"(6, 112)",2016,08,JURONG WEST,911,122,Improved,1989,2869
"(6, 113)",2016,08,JURONG WEST,911,122,Improved,1989,2869
"(6, 114)",2016,08,JURONG WEST,911,122,Improved,1989,2869
"(6, 115)",2016,08,JURONG WEST,911,122,Improved,1989,2869
"(6, 116)",2016,08,JURONG WEST,911,122,Improved,1989,2869
"(6, 117)",2016,08,JURONG WEST,911,122,Improved,1989,2869
"(6, 118)",2016,08,JURONG WEST,911,122,Improved,1989,2869
"(6, 119)",2016,08,JURONG WEST,911,122,Improved,1989,2869
"(6, 120)",2016,08,JURONG WEST,911,122,Improved,1989,2869
"(6, 121)",2016,08,JURONG WEST,911,122,Improved,1989,2869
"(6, 122)",2016,08,JURONG WEST,911,122,Improved,1989,2869
"(6, 123)",2016,05,CHOA CHU KANG,464,123,Premium Apartment,2000,2878
"(6, 124)",2016,09,JURONG WEST,840,128,Improved,1993,2891
"(6, 125)",2016,09,JURONG WEST,840,128,Improved,1993,2891
"(6, 126)",2016,09,JURONG WEST,840,128,Improved,1993,2891
"(6, 127)",2016,09,JURONG WEST,840,128,Improved,1993,2891
"(6, 128)",2016,09,JURONG WEST,840,128,Improved,1993,2891
"(6, 129)",2016,07,CHOA CHU KANG,540,132,Model A,1994,2939
"(6, 130)",2016,07,CHOA CHU KANG,540,132,Model A,1994,2939
"(6, 131)",2016,07,CHOA CHU KANG,540,132,Model A,1994,2939
"(6, 132)",2016,07,CHOA CHU KANG,540,132,Model A,1994,2939
"(6, 133)",2016,04,JURONG WEST,858,136,Model A,1996,2941
"(6, 134)",2016,04,JURONG WEST,858,136,Model A,1996,2941
"(6, 135)",2016,04,JURONG WEST,858,136,Model A,1996,2941
"(6, 136)",2016,04,JURONG WEST,858,136,Model A,1996,2941
"(6, 137)",2016,05,JURONG WEST,906,141,Apartment,1989,2993
"(6, 138)",2016,05,JURONG WEST,906,141,Apartment,1989,2993
"(6, 139)",2016,05,JURONG WEST,906,141,Apartment,1989,2993
"(6, 140)",2016,05,JURONG WEST,906,141,Apartment,1989,2993
"(6, 141)",2016,05,JURONG WEST,906,141,Apartment,1989,2993
"(6, 142)",2016,09,CHOA CHU KANG,679,144,Premium Apartment,1999,3194
"(6, 143)",2016,09,CHOA CHU KANG,679,144,Premium Apartment,1999,3194
"(6, 144)",2016,09,CHOA CHU KANG,679,144,Premium Apartment,1999,3194
"(6, 145)",2016,06,JURONG WEST,906,145,Maisonette,1989,3207
"(6, 146)",2016,06,JURONG WEST,841,147,Apartment,1993,3251
"(6, 147)",2016,06,JURONG WEST,841,147,Apartment,1993,3251
"(6, 148)",2016,08,JURONG WEST,752,148,Apartment,1995,3277
"(6, 149)",2016,04,JURONG WEST,709,155,Apartment,1993,3284
"(6, 150)",2016,04,JURONG WEST,709,155,Apartment,1993,3284
"(7, 80)",2016,10,CHOA CHU KANG,251,122,Improved,1994,2869
"(7, 81)",2016,10,CHOA CHU KANG,251,122,Improved,1994,2869
"(7, 82)",2016,10,CHOA CHU KANG,251,122,Improved,1994,2869
"(7, 83)",2016,10,CHOA CHU KANG,251,122,Improved,1994,2869
"(7, 84)",2016,10,CHOA CHU KANG,251,122,Improved,1994,2869
"(7, 85)",2016,10,CHOA CHU KANG,251,122,Improved,1994,2869
"(7, 86)",2016,10,CHOA CHU KANG,251,122,Improved,1994,2869
"(7, 87)",2016,10,CHOA CHU KANG,251,122,Improved,1994,2869
"(7, 88)",2016,10,CHOA CHU KANG,251,122,Improved,1994,2869
"(7, 89)",2016,10,CHOA CHU KANG,251,122,Improved,1994,2869
"(7, 90)",2016,10,CHOA CHU KANG,251,122,Improved,1994,2869
"(7, 91)",2016,10,CHOA CHU KANG,251,122,Improved,1994,2869
"(7, 92)",2016,10,CHOA CHU KANG,251,122,Improved,1994,2869
"(7, 93)",2016,10,CHOA CHU KANG,251,122,Improved,1994,2869
"(7, 94)",2016,10,CHOA CHU KANG,251,122,Improved,1994,2869
"(7, 95)",2016,10,CHOA CHU KANG,251,122,Improved,1994,2869
"(7, 96)",2016,10,CHOA CHU KANG,251,122,Improved,1994,2869
"(7, 97)",2016,10,CHOA CHU KANG,251,122,Improved,1994,2869
"(7, 98)",2016,10,CHOA CHU KANG,251,122,Improved,1994,2869
"(7, 99)",2016,10,CHOA CHU KANG,251,122,Improved,1994,2869
"(7, 100)",2016,10,CHOA CHU KANG,251,122,Improved,1994,2869
"(7, 101)",2016,10,CHOA CHU KANG,251,122,Improved,1994,2869
"(7, 102)",2016,10,CHOA CHU KANG,251,122,Improved,1994,2869
"(7, 103)",2016,10,CHOA CHU KANG,251,122,Improved,1994,2869
"(7, 104)",2016,10,CHOA CHU KANG,251,122,Improved,1994,2869
"(7, 105)",2016,10,CHOA CHU KANG,251,122,Improved,1994,2869
"(7, 106)",2016,10,CHOA CHU KANG,251,122,Improved,1994,2869
"(7, 107)",2016,10,CHOA CHU KANG,251,122,Improved,1994,2869
"(7, 108)",2016,10,CHOA CHU KANG,251,122,Improved,1994,2869
"(7, 109)",2016,10,CHOA CHU KANG,251,122,Improved,1994,2869
"(7, 110)",2016,10,CHOA CHU KANG,251,122,Improved,1994,2869
"(7, 111)",2016,10,CHOA CHU KANG,251,122,Improved,1994,2869
"(7, 112)",2016,10,CHOA CHU KANG,251,122,Improved,1994,2869
"(7, 113)",2016,10,CHOA CHU KANG,251,122,Improved,1994,2869
"(7, 114)",2016,10,CHOA CHU KANG,251,122,Improved,1994,2869
"(7, 115)",2016,10,CHOA CHU KANG,251,122,Improved,1994,2869
"(7, 116)",2016,10,CHOA CHU KANG,251,122,Improved,1994,2869
"(7, 117)",2016,10,CHOA CHU KANG,251,122,Improved,1994,2869
"(7, 118)",2016,10,CHOA CHU KANG,251,122,Improved,1994,2869
"(7, 119)",2016,10,CHOA CHU KANG,251,122,Improved,1994,2869
"(7, 120)",2016,10,CHOA CHU KANG,251,122,Improved,1994,2869
"(7, 121)",2016,10,CHOA CHU KANG,251,122,Improved,1994,2869
"(7, 122)",2016,10,CHOA CHU KANG,251,122,Improved,1994,2869
"(7, 123)",2016,05,CHOA CHU KANG,464,123,Premium Apartment,2000,2878
"(7, 124)",2016,09,JURONG WEST,840,128,Improved,1993,2891
"(7, 125)",2016,09,JURONG WEST,840,128,Improved,1993,2891
"(7, 126)",2016,09,JURONG WEST,840,128,Improved,1993,2891
"(7, 127)",2016,09,JURONG WEST,840,128,Improved,1993,2891
"(7, 128)",2016,09,JURONG WEST,840,128,Improved,1993,2891
"(7, 129)",2016,07,CHOA CHU KANG,540,132,Model A,1994,2939
"(7, 130)",2016,07,CHOA CHU KANG,540,132,Model A,1994,2939
"(7, 131)",2016,07,CHOA CHU KANG,540,132,Model A,1994,2939
"(7, 132)",2016,07,CHOA CHU KANG,540,132,Model A,1994,2939
"(7, 133)",2016,04,JURONG WEST,858,136,Model A,1996,2941
"(7, 134)",2016,04,JURONG WEST,858,136,Model A,1996,2941
"(7, 135)",2016,04,JURONG WEST,858,136,Model A,1996,2941
"(7, 136)",2016,04,JURONG WEST,858,136,Model A,1996,2941
"(7, 137)",2016,10,JURONG WEST,752,155,Apartment,1995,2968
"(7, 138)",2016,10,JURONG WEST,752,155,Apartment,1995,2968
"(7, 139)",2016,10,JURONG WEST,752,155,Apartment,1995,2968
"(7, 140)",2016,10,JURONG WEST,752,155,Apartment,1995,2968
"(7, 141)",2016,10,JURONG WEST,752,155,Apartment,1995,2968
"(7, 142)",2016,10,JURONG WEST,752,155,Apartment,1995,2968
"(7, 143)",2016,10,JURONG WEST,752,155,Apartment,1995,2968
"(7, 144)",2016,10,JURONG WEST,752,155,Apartment,1995,2968
"(7, 145)",2016,10,JURONG WEST,752,155,Apartment,1995,2968
"(7, 146)",2016,10,JURONG WEST,752,155,Apartment,1995,2968
"(7, 147)",2016,10,JURONG WEST,752,155,Apartment,1995,2968
"(7, 148)",2016,10,JURONG WEST,752,155,Apartment,1995,2968
"(7, 149)",2016,10,JURONG WEST,752,155,Apartment,1995,2968
"(7, 150)",2016,10,JURONG WEST,752,155,Apartment,1995,2968
"(8, 80)",2016,10,CHOA CHU KANG,251,122,Improved,1994,2869
"(8, 81)",2016,10,CHOA CHU KANG,251,122,Improved,1994,2869
"(8, 82)",2016,10,CHOA CHU KANG,251,122,Improved,1994,2869
"(8, 83)",2016,10,CHOA CHU KANG,251,122,Improved,1994,2869
"(8, 84)",2016,10,CHOA CHU KANG,251,122,Improved,1994,2869
"(8, 85)",2016,10,CHOA CHU KANG,251,122,Improved,1994,2869
"(8, 86)",2016,10,CHOA CHU KANG,251,122,Improved,1994,2869
"(8, 87)",2016,10,CHOA CHU KANG,251,122,Improved,1994,2869
"(8, 88)",2016,10,CHOA CHU KANG,251,122,Improved,1994,2869
"(8, 89)",2016,10,CHOA CHU KANG,251,122,Improved,1994,2869
"(8, 90)",2016,10,CHOA CHU KANG,251,122,Improved,1994,2869
"(8, 91)",2016,10,CHOA CHU KANG,251,122,Improved,1994,2869
"(8, 92)",2016,10,CHOA CHU KANG,251,122,Improved,1994,2869
"(8, 93)",2016,10,CHOA CHU KANG,251,122,Improved,1994,2869
"(8, 94)",2016,10,CHOA CHU KANG,251,122,Improved,1994,2869
"(8, 95)",2016,10,CHOA CHU KANG,251,122,Improved,1994,2869
"(8, 96)",2016,10,CHOA CHU KANG,251,122,Improved,1994,2869
"(8, 97)",2016,10,CHOA CHU KANG,251,122,Improved,1994,2869
"(8, 98)",2016,10,CHOA CHU KANG,251,122,Improved,1994,2869
"(8, 99)",2016,10,CHOA CHU KANG,251,122,Improved,1994,2869
"(8, 100)",2016,10,CHOA CHU KANG,251,122,Improved,1994,2869
"(8, 101)",2016,10,CHOA CHU KANG,251,122,Improved,1994,2869
"(8, 102)",2016,10,CHOA CHU KANG,251,122,Improved,1994,2869
"(8, 103)",2016,10,CHOA CHU KANG,251,122,Improved,1994,2869
"(8, 104)",2016,10,CHOA CHU KANG,251,122,Improved,1994,2869
"(8, 105)",2016,10,CHOA CHU KANG,251,122,Improved,1994,2869
"(8, 106)",2016,10,CHOA CHU KANG,251,122,Improved,1994,2869
"(8, 107)",2016,10,CHOA CHU KANG,251,122,Improved,1994,2869
"(8, 108)",2016,10,CHOA CHU KANG,251,122,Improved,1994,2869
"(8, 109)",2016,10,CHOA CHU KANG,251,122,Improved,1994,2869
"(8, 110)",2016,10,CHOA CHU KANG,251,122,Improved,1994,2869
"(8, 111)",2016,10,CHOA CHU KANG,251,122,Improved,1994,2869
"(8, 112)",2016,10,CHOA CHU KANG,251,122,Improved,1994,2869
"(8, 113)",2016,10,CHOA CHU KANG,251,122,Improved,1994,2869
"(8, 114)",2016,10,CHOA CHU KANG,251,122,Improved,1994,2869
"(8, 115)",2016,10,CHOA CHU KANG,251,122,Improved,1994,2869
"(8, 116)",2016,10,CHOA CHU KANG,251,122,Improved,1994,2869
"(8, 117)",2016,10,CHOA CHU KANG,251,122,Improved,1994,2869
"(8, 118)",2016,10,CHOA CHU KANG,251,122,Improved,1994,2869
"(8, 119)",2016,10,CHOA CHU KANG,251,122,Improved,1994,2869
"(8, 120)",2016,10,CHOA CHU KANG,251,122,Improved,1994,2869
"(8, 121)",2016,10,CHOA CHU KANG,251,122,Improved,1994,2869
"(8, 122)",2016,10,CHOA CHU KANG,251,122,Improved,1994,2869
"(8, 123)",2016,05,CHOA CHU KANG,464,123,Premium Apartment,2000,2878
"(8, 124)",2016,09,JURONG WEST,840,128,Improved,1993,2891
"(8, 125)",2016,09,JURONG WEST,840,128,Improved,1993,2891
"(8, 126)",2016,09,JURONG WEST,840,128,Improved,1993,2891
"(8, 127)",2016,09,JURONG WEST,840,128,Improved,1993,2891
"(8, 128)",2016,09,JURONG WEST,840,128,Improved,1993,2891
"(8, 129)",2016,07,CHOA CHU KANG,540,132,Model A,1994,2939
"(8, 130)",2016,07,CHOA CHU KANG,540,132,Model A,1994,2939
"(8, 131)",2016,07,CHOA CHU KANG,540,132,Model A,1994,2939
"(8, 132)",2016,07,CHOA CHU KANG,540,132,Model A,1994,2939
"(8, 133)",2016,04,JURONG WEST,858,136,Model A,1996,2941
"(8, 134)",2016,04,JURONG WEST,858,136,Model A,1996,2941
"(8, 135)",2016,04,JURONG WEST,858,136,Model A,1996,2941
"(8, 136)",2016,04,JURONG WEST,858,136,Model A,1996,2941
"(8, 137)",2016,10,JURONG WEST,752,155,Apartment,1995,2968
"(8, 138)",2016,10,JURONG WEST,752,155,Apartment,1995,2968
"(8, 139)",2016,10,JURONG WEST,752,155,Apartment,1995,2968
"(8, 140)",2016,10,JURONG WEST,752,155,Apartment,1995,2968
"(8, 141)",2016,10,JURONG WEST,752,155,Apartment,1995,2968
"(8, 142)",2016,10,JURONG WEST,752,155,Apartment,1995,2968
"(8, 143)",2016,10,JURONG WEST,752,155,Apartment,1995,2968
"(8, 144)",2016,10,JURONG WEST,752,155,Apartment,1995,2968
"(8, 145)",2016,10,JURONG WEST,752,155,Apartment,1995,2968
"(8, 146)",2016,10,JURONG WEST,752,155,Apartment,1995,2968
"(8, 147)",2016,10,JURONG WEST,752,155,Apartment,1995,2968
"(8, 148)",2016,10,JURONG WEST,752,155,Apartment,1995,2968
"(8, 149)",2016,10,JURONG WEST,752,155,Apartment,1995,2968
"(8, 150)",2016,10,JURONG WEST,752,155,Apartment,1995,2968
